Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,    https://www.startribune.com/supporters-of-lawmaker-in-rape-complaint-name-his-accuser/600048206/,
,,,Republican,,,"    Rodney Wren, Mike Pompeo’s former speechwriter, candidate for Wichita City Council, failed Republican primary candidate for Kansas State House, arrested for “unlawful sexual relations with a former student” - a minor",
,,,Republican,,,    https://www.ksn.com/news/crime/wichita-collegiate-teacher-arrested-on-suspicion-of-sexual-relations-with-a-student/,
,,,Republican,,,    Former Republican Lt. Governor David Dewhurst of Texas arrested for domestic violence.,
,,,Republican,,,    https://www.kcbd.com/2021/04/14/former-texas-lt-gov-david-dewhurst-arrested-domestic-violence-charge/,
,,,Republican,,,"    Representative Susan Lontine, a Denver Democrat, publicly accused Senator Larry Crowder, a Republican from Alamosa, of sexual harassment. Another representative reported similar experience and private investigation concluded it likely happened.",
,,,Republican,,,    https://www.westword.com/news/denver-democrat-susan-lontine-accuses-senator-larry-crowder-of-sexual-harassment-9973688,
,,,Republican,,,"    Kansas state Rep. Mark Samsel ranted about masturbation, sex, and one of his student’s genitals. He kneed the student in the crotch in class and suggested girls in the class check his balls, a physical assault for which he was arrested.",
,,,Republican,,,    https://www.kansascity.com/news/politics-government/article251069219.html,
,,,Republican,,,"    T. Elliott Welch, anti-gay, anti-COVID lockdown, rightwing conservative pastor has resigned after his arrest for child pornography that makes this tweet sick-making.",
,,,Republican,,,,
,,,Republican,,,    https://www.wxii12.com/article/forsyth-county-minister-child-pornography-arrest-charges/36268831,
,,,Republican,,,"    US House candidate Anthony Bouchard impregnated a 14-year-old girl. He was 18. He married her. She killed herself. This is a tragedy for everyone, but a 4 year difference is too much at that age. She was only 14.",
,,,Republican,,,    https://trib.com/news/state-and-regional/govt-and-politics/us-house-candidate-bouchard-says-he-impregnated-14-year-old-when-he-was-18/article_c3996062-e6ad-5027-96a9-1bcd0f832eda.html,
,,,Republican,,,"    Conservative Evangelical pastor Mack Charles Andrews raped and tortured multiple children, including one girl he raped on her father’s grave when she was nine. Released after serving only 5 years. The second link has fewer of the horrible details in the first. https://www.al.com/news/2015/09/alabama_pastor_sex_abuse.html",
,,,Republican,,,    https://www.al.com/news/2021/05/alabama-pastor-sentenced-to-15-years-in-prison-for-raping-children-released-after-5-years.html,
,,,Republican,,,"    Trump Commerce Dept official Adam Hageman - child portnography, TPUSA",
,,,Republican,,,    https://www.politico.com/news/2021/03/05/trump-commerce-official-arrested-473906,
,,,Republican,,,    https://www.politico.com/f/?id=00000178-0467-dde3-a5fd-5d776ee80000,
,,,Republican,,,    PA Republican Schuykill County Commissioner  George Halcovage - sexual harassment,
,,,Republican,,,    https://www.mcall.com/news/pennsylvania/mc-nws-pa-argall-halcovage-resign-20210503-oecdluwrbzd5zlvltlwzjdm3uy-story.html,
,,,Republican,,,    NH Republican Rep. Kyle Tasker pled guilty to sexual solicitation from a 14-year-old girl,
,,,Republican,,,    https://www.concordmonitor.com/Kyle-Tasker-pleads-guilty-to-drugs-sex-solicitation-charges-9680339,
,,,Republican,,,"    Chad Perkins, a Missouri Republican state representative, abused his power as a cop to solicit sexual favors from a drunk teenager when she was in his custody.",
,,,Republican,,,    https://www.stltoday.com/news/local/crime-and-courts/report-alleges-missouri-lawmaker-had-sex-with-teen-when-he-was-a-cop/article_ef1ad1be-704d-5654-a044-c9e6eed7d7ac.html,
,,,Republican,,,    Insurrectionist Ryan Samsel Has a history Of violenceand sexual assault,
,,,Republican,,,    https://www.thedailybeast.com/ryan-samsel-rioter-who-gave-capitol-cop-a-concussion-has-horrific-history-of-beating-women?ref=home,
,,,Republican,,,"    Athens, TX Mayor James Montgomery, who credited his 2017 victory to being the most conservative candidate, was arrested during a sting operation for online solicitation of a minor",
,,,Republican,,,    https://tylerpaper.com/news/local/athens-mayor-resigns-after-soliciting-minors-arrest/article_3dc8301a-c4df-11eb-9b0a-13054127faca.html,
,,,Republican,,,    https://1073kissfmtexas.com/former-mayor-of-athens-tx-guilty-of-federal-child-obscenity-violations/,
,,,Republican,,,"    Consensual adult sex is not included, but this intern said it was consensual though she “felt pressured into it.” Brian Bosma, long-time GOP Speaker of Indiana House was accused of affair in 1992. The accusation came in 2018",
,,,Republican,,,    https://nuvo.newsnirvana.com/news/republicans-express-support-for-speaker-brian-bosma-after-recent-allegations/article_9e91cbda-ce34-11e8-8b4d-eff97e5076bc.html,
,,,Republican,,,    Rep Rocky Miller of Illinois was ordered to attend sexual harassment training after making up false allegations of an affair about a state House employee.,
,,,Republican,,,    https://www.newstribune.com/news/missouri/story/2019/apr/05/report-says-missouri-rep-rocky-miller-created-false-affair-rumor/773008/,
,,,Republican,,,"    WV state Rep. Danny Hamrick’s consensual affair is included because it was with a legislative intern, a clear violation of sexual harassment policies and good ethics. It makes consensual iffy",
,,,Republican,,,    https://wvmetronews.com/2019/05/01/hamricks-relationship-with-female-staff-intern-triggered-resignation/,
,,,Republican,,,"    Insurrectionist Sean McHugh, who on ? accused Capitol Police of protecting pedophiles, was convicted of raping a 14-year-old girl. 240 days in jail? SMH",
,,,Republican,,,    https://news.yahoo.com/accused-capitol-rioter-yelled-police-145625551.html,
,,,Republican,,,    https://leftcoastrightwatch.org/articles/proud-boy-arrested-for-role-in-capitol-storming-previously-charged-with-raping-minor,
,,,Republican,,,"    Republican lobbyist Rick Dennis has been cleared of the accusation of using GBH, but the allegation exposed his constant sexual harassment was ignored and tolerated.",
,,,Republican,,,    https://www.texastribune.org/2021/05/26/texas-lobbyist-rick-dennis-legislature-sexual-harassment/,
,,,Republican,,,    Illinois state Republican Rep Andrew Chesney said sex ed was like pornography. “A Mini-HBO porno.”,
,,,Republican,,,    https://www.newsweek.com/gop-lawmaker-likens-sex-education-porn-blames-lack-independent-legislative-maps-1596145,
,,,Republican,,,"    Matthew Palmer, a former COO of MD Dept of Commerce and a former aide to Republican Gov. Hogan pleaded guilty of sharing and having pictures and video of children being sexually abused.",
,,,Republican,,,    https://www.baltimoresun.com/politics/bs-md-pol-mathew-palmer-sentenced-20210511-rERC5b4PoR51qWEvAWuJsX6yRVRBvRVta7-story.html,
,,,Republican,,,"    Former judicial candidate in Florida, Andrew John Jones pleaded guilty to child abuse & tampering with evidence after he raped a minor and got no jail time.",
,,,Republican,,,    https://www.orlandosentinel.com/news/breaking-news/os-ne-attorney-andrew-jones-rape-plea-20210603-wva2n4obezcmbp75ujyj3yn27u-story.html,
,,,Republican,,,"    Jesus Blancas, a member of the Boogaloo movement Grizzly Scouts in northern CA that plotted to kill cops so Trump would invoke Insurrection Act has also been indicted for trying to get a 15-year-old girl to produce child pornography.",
,,,Republican,,,    https://www.justice.gov/usao-ndca/pr/member-boogaloo-movement-group-charged-enticement-minor-engage-sexual-activity,
,,,Republican,,,"    Jorge Riley, GOP activist and insurrectionist - domestic violence and felony child abuse including choking his 11-year-old son into unconsciousness.",
,,,Republican,,,    https://www.davisvanguard.org/2021/04/sacramento-man-arrested-for-u-s-capitol-insurrection-has-court-about-child-endangerment-charges-bail-250000/,
,,,Republican,,,"    Insurrectionist Ben Martin has a history of violence. Two restraining orders from his sister, accused of domestic violence by former girlfriend, anti-mask ranting",
,,,Republican,,,    https://abc30.com/masks-mask-protest-fresno/10036249/,
,,,Republican,,,    OR Deputy Republican Leader Matt Wingard resigned his position after a woman who worked for him came forward alleging he forced her into an affair.,
,,,Republican,,,    https://www.oregonlive.com/politics/2012/06/matt_wingard_leaves_oregon_hou.html,
,,,Republican,,,    Republican Sheriff candidate Doug Litwhiler stepping down from the race due to being accused of preying on young girls in a Facebook post. It included screenshots he sent to underage girls and was not anonymous.,
,,,Republican,,,    https://www.mcall.com/news/pennsylvania/mc-nws-pa-schuylkill-sheriff-20210522-rERC5b4PoR51qWEvAWuJsX6yRVRBvRVta7-story.html,
,,,Republican,,,"    Madison County, Indiana, Republican County Councilman arrested for “child seduction” and child pornography.",
,,,Republican,,,    https://indianapublicradio.org/news/2020/12/madison-county-councilman-arrested-for-child-seduction/,
,,,Republican,,,"    Former Sheriff Edward Bullock, Republican, of Warren County, NJ is alleged to have sexually abused young boys in his custody. Four of his victims are now suing the county alleging that people knew this was happening and protected the Sheriff.",
,,,Republican,,,    https://newjersey.news12.com/lawsuit-alleges-warren-county-was-aware-of-allegations-of-sexual-abuse-by-former-sheriff-and-failed-to-act,
,,,Republican,,,    Audio recordings show Southern Baptist Convention tried to coverup and obstruct investigations into sexual abuse by pastors.,
,,,Republican,,,    https://www.al.com/news/2021/06/southern-baptist-convention-secret-recordings-reveal-dispute-over-handling-of-sex-abuse.html,
,,,Republican,,,"    Chris Simcox, former leader of vigilante group The Minutemen, was convicted of child sexual abuse involving two children, ages 5 and 6.",
,,,Republican,,,    https://www.azcentral.com/story/news/local/phoenix/2016/07/11/chris-simcox-sentenced-child-sex-abuse/86948200/,
,,,Republican,,,"    Phillip Godlewski, Q-Anon leader and supporter of the insurrection, guilty of corrupting a minor.",
,,,Republican,,,    https://www.thedailybeast.com/qanon-conspiracy-theorist-admitted-to-corrupting-minor?ref=home,
,,,Republican,,,    https://www.thedailybeast.com/qanon-leader-phil-godlewski-has-sordid-past-of-his-ownincluding-a-conviction-for-corrupting-a-minor?ref=home,
,,,Republican,,,    Sexual harassment allowed to continue at the Arizona fauxdit despite several complaints.,
,,,Republican,,,    https://www.azfamily.com/news/investigations/cbs_5_investigates/election-audit-employee-claims-managers-ignored-sexual-harassment/article_2b3f5e34-dae0-11eb-a9b7-0fa610693e7d.html,
,,,Republican,,,"    Eric Reinbold, who was convicted of preparing bombs to foment a second American Revolution, was recently released from prison because his wife (whom he had previously tried to kill by ramming her car) had COVID. So he murdered her.",
,,,Republican,,,    https://www.crookstontimes.com/story/news/local/2021/07/11/authorities-still-searching-eric-reinbold-suspected-killing-his-wife/7932707002/,
,,,Republican,,,"    Boyd Householder  who ran a conservative Christian boarding school called Circle of Hope was charged with 79 felony counts and one misdemeanor, including charges for child molestation, sodomy, sexual contact with a student and neglect of a child https://www.nydailynews.com/news/crime/ny-circle-hope-christian-school-teen-girls-abuse-owners-arrested-20210310-rERC5b4PoR51qWEvAWuJsX6yRVRBvRVta7-story.html",
,,,Republican,,,    https://www.thedailybeast.com/circle-of-hope-baptist-girls-school-hit-with-sex-trafficking-lawsuit?ref=home,
,,,Republican,,,"    Stephanie Householder who ran Circle of Hope, a conservative christian boarding school, has been charged with 22 felonies of abuse or neglect of a child, and endangering the welfare of a child.",
,,,Republican,,,    https://www.nydailynews.com/news/crime/ny-circle-hope-christian-school-teen-girls-abuse-owners-arrested-20210310-rERC5b4PoR51qWEvAWuJsX6yRVRBvRVta7-story.html,
,,,Republican,,,    Republican Party of Florida Chair Joe Gruters has been accused of sexual harassment by a staffer. https://floridapolitics.com/archives/442414-joe-gruters-faces-sexual-harassment-allegation-from-male-staffer/,
,,,Republican,,,"    Walworth, NY Town Board member Karel Ambroz II was arrested for Attempted Crimiinal Sex Act, namely arranging to meet a 14-year-old girl for sex via social media and meeting law enforcement instead.",
,,,Republican,,,    https://www.rochesterfirst.com/news/local-news/walworth-town-board-member-arrested-accused-of-using-social-media-to-lure-teen/,
,,,Republican,,,"    Bill Hutchinson, Dallas, TX, developer and reality TV star and Republican donor was charged with rape & sexual assault of two teenage girls.",
,,,Republican,,,    https://www.latimes.com/california/story/2021-07-09/marrying-millions-hotel-and-development-mogul-bill-hutchinson-charged-with-rape-in-orange-county,
,,,Republican,,,"    David Nims, Children’s Director at Calvary Baptist Church in Pensacola, FL, and registered Republican has been arrested for child porn, secretly taping people in church bathroom.",
,,,Republican,,,    https://weartv.com/news/local/following-pensacola-child-directors-3rd-arrest-sheriff-says-more-victims-possible,
,,,Republican,,,    Arrested a third time,
,,,Republican,,,    https://tribtown.com/2021/07/20/us-youth-director-hidden-camera/,
,,,Republican,,,"    Matthew Brewer, Youth Pastor at the conservative Fairfield Baptist Church in TN was arrested for soliciting sex with a minor in a trafficking sting",
,,,Republican,,,    https://www.wsav.com/crime-safety/tennessee-youth-pastor-among-18-arrested-in-sex-sting/,
,,,Republican,,,"    William R. Luckey, professor emeritus at Virginia’s Christendom College, a right-wing Catholid college founded in a backlash to social liberalism, was arrested for Solicitation of prostitution from a minor less than age 16” and two charges of “Indecent liberties, parent, grandparent, etc. of a child less than 15”.His FB is full of anti-Obama racism https://royalexaminer.com/christendom-college-professor-emeritus-arrested-on-child-sex-abuse-charges/",
,,,Republican,,,"    Herschel Walker, Republican potential GA Senate candidate, threatened his ex-wife’s life. She had to take out a restraining order. Her divorce cited “physically abusive and extremely threatening behavior.”",
,,,Republican,,,    https://apnews.com/article/lifestyle-sports-nfl-college-football-coronavirus-pandemic-5e2875eec11e93f9a3bf1fc859137ff8,
,,,Republican,,,    https://www.thedailybeast.com/herschel-walker-ex-lover-cheryl-parsa-says-he-attacked-her-in-a-rage,
,,,Republican,,,"    Max Miller, Trump favorite in OH 16 primary, domestic violence incidents including pushing a girl down the stairs and slapping his latest girlfriend Stephanie Grisham, Trump’s press secretary",
,,,Republican,,,    https://t.co/a3qN66BtdO?amp=1,
,,,Republican,,,"    The SC Legislature fails to ban child marriage because some of them have married a minor, were married as minors or know someone who married a minor.",
,,,Republican,,,    https://www.newsobserver.com/news/politics-government/article253153718.html,
,,,Republican,,,"    Massachusetts GOP Vice-Chair Tom Mountain resigns. The big scandal is his gross texting with a catfish that presented as a consenting adult woman, but he also posted inappropriate comments on pictures of teens. The article links to the expose.  ",
,,,Republican,,,    https://www.wbur.org/news/2021/07/20/tom-mountain-resignation-massachusetts-gop-turmoil,
,,,Republican,,,    GOP Strategist Anton Lazarro Arrested for Underage Sex Trafficking,
,,,Republican,,,    https://www.thedailybeast.com/gop-strategist-anton-lazzaro-arrested-for-underage-sex-trafficking,
,,,Republican,,,    District 24 GOP Treasurer Shane Anderson of ND is leading a campaign to recall a Republican representative for voting to expel Rep. Luke Simons 601 for sexual harassment. His own district party has already censured him. https://www.thedickinsonpress.com/news/government-and-politics/7118693-Conservative-group-aims-to-recall-Valley-City-rep-after-vote-to-expel-accused-sexual-harasser,
,,,Republican,,,"    Gisela Castro Medina, Chair of the College Republicans at St. Thomas, has been arrested on sex trafficking charges along with Anton Lazaro (668)",
,,,Republican,,,    https://www.startribune.com/st-thomas-u-s-gop-chair-arrested-in-florida-on-sex-trafficking-allegation/600087883/,
,,,Republican,,,"    John Hiatt, Republican Penobscot County Treasurer and Bangor School Committee member has been arrested for child pornography and stalking, harassing, and felony invasion of privacy of a woman.",
,,,Republican,,,    https://bangordailynews.com/2021/08/04/news/bangor/state-republican-party-calls-on-john-hiatt-to-resign-after-arrest-on-possession-of-child-porn-charge/,
,,,Republican,,,    Minnesota Republicans allege MN GOP State Chair Jennifer Carnahan allowed abuse to continue by extensive use of NDAs. Admirably prohibit use of NDAs in the future.,
,,,Republican,,,    https://minnesotareformer.com/2021/08/13/mngop-chair-jennifer-carnahan-used-non-disclosure-agreements-to-stifle-criticism-sources-say/,
,,,Republican,,,"    Republican candidate for governor in recall election, Larry Elder has brandished a gun at his ex-fiancee",
,,,Republican,,,    https://sjvsun.com/news/politics/carecall/larry-elders-ex-fiancee-spills-on-relationship-drug-use-gun-brandishing-incident/,
,,,Republican,,,    Two women have come forward to claim Benjamin Rajadurai of the College Republicans National Committee asked them to fabricate sexual harassment claims to affect the election for his preferred candidate. False accusations affect all women’s credibility.,
,,,Republican,,,    https://spectatorworld.com/topic/college-republicans-fake-sexual-assault-allegations-benjamin-rajadurai/,
,,,Republican,,,"    Ed Gray, former Gulf Breeze FL mayor and losing Republican primary candidate for HD2 in 2013, pleaded no contest to charges of secretly taping young boys undressing, video voyeurism, stalking.",
,,,Republican,,,    https://www.pnj.com/story/news/crime/2021/08/10/ed-gray-gulf-breeze-mayor-accused-recording-teen-boys-shower-avoid-prison/5539965001/,
,,,Republican,,,    Alabama Governor Ivey’s staff attorney was arrested for child solicitation,
,,,Republican,,,    https://www.al.com/news/birmingham/2021/08/lawyer-on-alabama-gov-kay-iveys-staff-arrested-on-child-solicitation-charge.html,
,,,Republican,,,"    Caroline County, MD, Circuit Judge Jonathan Newell, a Republican, killed himself this morning when agents showed up at his house to arrest him on child pornography charges. ",
,,,Republican,,,,
,,,Republican,,,,
,,,Republican,,,https://www.baltimoresun.com/news/crime/bs-md-cr-judge-newell-caroline-county-20210910-i45tq5k6hjawfmcrjne3hiv4ry-story.html,
,,,Republican,,,,
,,,Republican,,,"    Alexander Bebris, unsuccessful Republican candidate for sheriff of Outagamie County Wisconsin, is indicted for child pornography a SECOND time while out appealing his first conviction.",
,,,Republican,,,    https://madison.com/wsj/news/local/crime-and-courts/ex-officer-candidate-for-outagamie-county-sheriff-again-faces-child-porn-charge/article_4fab169f-7679-5842-9006-875bb685a7e5.html,
,,,Republican,,,"    Michigan Republican state Rep. Steve Marino has been stripped of his committee assignments and is under investigation for domestic abuse. He admits to a volatile relationship with his accuser, Democratic representative.Mari Manoogian",
,,,Republican,,,    https://www.fox2detroit.com/news/claim-made-of-domestic-abuse-by-state-rep-steve-marino-from-fellow-lawmaker.amp,
,,,Republican,,,    GOP PA Senate Candidate Sean Parnell’s wife sought two protective orders against him. This makes him unelectable according to his primary opponent.,
,,,Republican,,,    https://www.post-gazette.com/news/politics-state/2021/09/08/Sean-Parnell-wife-pittsburgh-for-senate-Jeff-Bartos-Pennsylvania-US-Senate-race-2022-Republican-primary-candidates-protection-from-abuse-orders/stories/202109080097,
,,,Republican,,,"    Jeffrey Lynn Thomas, the tough on crime, anti-mask Republican DA for Somerset County, Pennsylvania, has been arrested and charged with rape.",
,,,Republican,,,    https://www.thedailybeast.com/jeffrey-lynn-thomas-somerset-pennsylvanias-tough-on-crime-republican-district-attorney-is-charged-with-rape?source=articles&via=rss,
,,,Republican,,,"    J.D. Vance, running in GOP primary for US Senate in Ohio, backs banning abortion in cases of rape and incest, which he calls inconvenient.",
,,,Republican,,,    https://www.thedailybeast.com/jd-vance-defends-texas-abortion-ban-calls-rape-inconvenient?ref=home,
,,,Republican,,,    More J. D. Vance says women who are abused shouldl stay in violent relationships.,
,,,Republican,,,    https://local12.com/news/local/jd-vance-divorce-comments-unhappy-violent-marriages-event-september-2021-pacifica-christian-high-school-california-ohio-gop-senate-candidate-hillbilly-elegy-grandparents-vice-news-cincinnati-local-12-wkrc-tristate-ohio-kentucky-indiana,
,,,Republican,,,"    Florida GOP primary candidate William Braddock stalked and threatened Anna Paulina Luna, his female primary opponent (not the men who were running,) though the judge did not grant a restraining order against him.",
,,,Republican,,,    https://apnews.com/article/florida-government-and-politics-7b13452b08467b1bae1ddf318ad0e748,
,,,Republican,,,"    Former pastor Trent Brandon Holbert, Republican, filed false child neglect claims against the parents of a child he was sexually abusing to pressure them to sign over parental rights to him.",
,,,Republican,,,,
,,,Republican,,,    https://www.newsobserver.com/news/state/north-carolina/article254857697.html,
,,,Republican,,,,
,,,Republican,,,He pleaded guilty to felony attempted statutory rape and was sentenced to 7.8 to 14.4 years in prison.,
,,,Republican,,,https://wlos.com/news/local/former-pastor-black-mountain-pleads-guilty-to-felony-attempted-statutory-sex-offense-with-minor-trent-brandon-holbert-the-ridge-church,
,,,Republican,,,,
,,,Republican,,,"    Daniel Gai, aide to Republican City Councillor Gerry Bredefeld pleased guilty to five felonies of domestic violence",
,,,Republican,,,    https://www.fresnobee.com/news/local/article254124908.html,
,,,Republican,,,"    David Todeschini AKA David Trent, peddler of Q-Anon’s most vicious conspiracies about Democrats is, himself, a convicted child rapist.",
,,,Republican,,,    https://lawandcrime.com/awkward/qanon-influencer-who-accuses-democrats-of-being-pedophiles-is-identified-as-convicted-child-molester-designated-as-sexually-violent-offender/,
,,,Republican,,,    https://www.indy100.com/viral/maga-guy-calls-democrats-paedophiles,
,,,Republican,,,"    Fabian Shepard, chair of the Johnson County, Kansas, Republican party resigned after it became public that he was accused of forcible sexual battery.",
,,,Republican,,,    https://www.kansascity.com/news/politics-government/article254832752.html,
,,,Republican,,,"    Austin Cox, Republican campaign manager for Utah Gov. Spencer Cox (no relation) resigned after accusations of sexual misconduct were investigated and substantiated.",
,,,Republican,,,    https://www.deseret.com/utah/2021/10/7/22715444/investigation-substantiates-claims-of-sexual-misconduct-by-gov-coxs-2020-campaign-manager-governor,
,,,Republican,,,"    OH Speaker Larry Householder, R had 6 hearing into the Strauss sex-abuse case putting survivors through painful public testimony under  pretense they would pass a bill holding OSU accountable with no intention of passing it.",
,,,Republican,,,    https://go.tiffinohio.net/2021/10/ohio-gop-lawmakers-say-they-planned-to-fail-on-strauss-sex-abuse-bill-victims-werent-told/,
,,,Republican,,,"    OH Maj Ldr Bill Seitz, R had 6 hearing into the Strauss sex-abuse case putting survivors through painful public testimony under  pretense they would pass a bill holding OSU accountable with no intention of passing it.",
,,,Republican,,,    https://go.tiffinohio.net/2021/10/ohio-gop-lawmakers-say-they-planned-to-fail-on-strauss-sex-abuse-bill-victims-werent-told/,
,,,Republican,,,"    Jonathan Uzcategui, Republican candidate for Wilmington, NC, City Council is accused of domestic violence by his ex-wife. Not for nothing, BLM activists have accused him of brandishing a gun at them.",
,,,Republican,,,    https://www.whqr.org/local/2021-10-28/wilmington-city-council-candidate-jonathan-uzcategui-responds-to-domestic-violence-allegations,
,,,Republican,,,"    Charles Dyer, once an Oath Keepers spokesperson and Tea Party activist, was convicted of raping his six-year-old daughter.",
,,,Republican,,,    https://www.splcenter.org/hatewatch/2012/04/20/oklahoma-oath-keeper-convicted-6-year-old-daughters-rape,
,,,Republican,,,    WI GOP Congressional candidate Derrick van Orden sexually harassed two women while in the military. He also accepts campaign contributions from Steve Wynn #122,
,,,Republican,,,    https://www.wispolitics.com/2020/wisdems-derrick-van-orden-sexually-harassed-two-female-officers-during-military-service/,
,,,Republican,,,"    William A. Jones, president of the conservative Baptist Georgetown College in Kentucky, was fired after a sexual assault complaint.",
,,,Republican,,,    https://www.wdrb.com/news/georgetowns-william-jones-out-as-college-president-after-sexual-assault-accusation/article_d97ee48a-3c0e-11ec-99b4-276b060fd296.html,
,,,Republican,,,    Elementary School Guidance counselor Todd Roatsey who advocated for Trump on Twitter was arrested for child pornography.,
,,,Republican,,,    https://www.thedailybeast.com/todd-christopher-roatsey-west-virginia-school-counselor-honored-at-white-house-charged-for-child-porn,
,,,Republican,,,"    Dave Portnoy, Trump-voting populist whose belligerence coined the idea of a Barstool Republican is accused by several women of violently abusing them during sex.",
,,,Republican,,,    https://itsgame7.com/barstools-dave-portnoy-accused-of-violent-encounters-with-women/,
,,,Republican,,,"    Jack Strain, Republican former sheriff of St. Tammany Parish was convicted of eight sex crimes charges, including aggravated rape, aggravated incest, sexual battery, and indecent behavior with a juvenile.",
,,,Republican,,,    https://www.nola.com/news/courts/article_339b914a-4095-11ec-b26d-17006bd04e1b.html,
,,,Republican,,,    https://fcced.com/ex-sheriff-gets-jail-bribery-164221705/amp/,
,,,Republican,,,"    Jason Boyet, former state trooper and registered Republican sentenced for child pornography",
,,,Republican,,,,
,,,Republican,,,    https://www.wdsu.com/article/former-louisiana-state-police-trooper-child-porn-charges-sentence/38173826,
,,,Republican,,,"    Father James Jackson, member of the arch-conservative Priestly Fraternity of Saint Peter, was arrested for child pornography. FSSP editorialized against Biden (They’re on Gab) i",
,,,Republican,,,    https://www.registercitizen.com/news/article/Affidavit-Priest-possessed-hundreds-of-child-16591921.php,
,,,Republican,,,    Texas GOP Congressional candidate Monica de la Cruz is accused of child abuse,
,,,Republican,,,    https://www.washingtonpost.com/politics/texas-gop-congressional-candidate-abuse-allegations/2021/11/09/0cbdcdb6-4191-11ec-9ea7-3eb2406a2e24_story.html,
,,,Republican,,,    Michigan Republican state Sen. John Bizon is charged with assault after inappropriately touching a nurse practitioner and her assistant,
,,,Republican,,,    https://www.lansingstatejournal.com/story/news/2021/11/15/mi-sen-john-bizon-facing-assault-charges-after-incident-nurse/6344182001/,
,,,Republican,,,"    Former conservative Orchard Prairie, WA, school-board candidate Dr. Ronald Ilg: Too much to list. hiring people on dark web to beat and torture women, imprisoning woman in bunker until she signed sex slave contract. More.",
,,,Republican,,,    https://www.thedailybeast.com/the-case-of-dr-ronald-ilg-features-hitmen-bondage-and-bunkers?ref=home,
,,,Republican,,,    GOP Mega-donor T. Denny Sanford was implicated in a child pornography investigation in South Dakota and referred to the federal government since the investigation crossed state lines. The feds have so far not taken action.,
,,,Republican,,,    https://www.argusleader.com/story/news/2021/11/17/t-denny-sanford-implicated-individual-criminal-investigation-south-dakota-supreme-court/8650803002/,
,,,Republican,,,"    Former Republican staffer and current mayor of Cambridge, MD, has been charged with 50 counts of distributing revenge porn.",
,,,Republican,,,    https://www.nbcnews.com/news/us-news/maryland-mayor-charged-50-counts-distributing-revenge-porn-rcna5645,
,,,Republican,,,"    Anti-tax, conservative city council member Brian Mackenzie in Craig, CO, has been sentenced to 10 years probation for attempted sexual assault of a child",
,,,Republican,,,    https://apnews.com/article/arrests-colorado-sexual-assault-5801aa6fcaa65bc80aaed58597449973,
,,,Republican,,,"    Republican Mayor Ed Reinhardt of Lockport, LA resigned after investigation into complaints of sexual harassment  (affiliation here:https://www.houmatoday.com/story/news/local/2020/10/21/q-a-lockport-mayor-faces-challenger-nov-3-election/3703792001/)",
,,,Republican,,,    https://news.yahoo.com/town-attorneys-report-details-sexual-151435368.html,
,,,Republican,,,"    Wisonson legislator Shae Sortwell abused his child, police sought a felony child abuse charge against him. He did not deny the abuse. No charges were filed, perhaps because he was a city councilman at the time He now serves on the Criminal Justice and Public Safety Committee",
,,,Republican,,,    https://www.rawstory.com/shae-sortwell-2655479138/,
,,,Republican,,,    Republican actress Heather Locklear (and volunteer for Bush campaign) has been arrested for domestic violence as well as batter of a police officer,
,,,Republican,,,    https://www.thewrap.com/heather-locklear-arrested-for-domestic-violence-battery-on-a-police-officer/,
,,,Republican,,,    Genesee County Republican Party Chair pleaded guilty to making a harassing violent phone call.,
,,,Republican,,,    https://detroit.cbslocal.com/2021/11/22/genesee-county-republican-party-chairman-pleads-guilty-to-harassing-call/,
,,,Republican,,,    Michael Brian Protzman - QAnon leader is accused of “blind rage” domestic violence,
,,,Republican,,,    https://www.rawstory.com/qanon-leader-was-accused-by-wife-of-blind-rage-in-domestic-violence-arrest-report-2655844013/,
,,,Republican,,,"    Felicia Killings, self-proclaimed “Conscious Black Conservative” of the Conscious Conservative Media Network pleaded “no contest” to raping her students. In memoir, she claims false arrest, but she pleaded no contest.",
,,,Republican,,,    https://patch.com/california/suisuncity/former-teacher-get-30-days-for-sex-with-student,
,,,Republican,,,    8-Chan/8kun owner and QAnon peddler Jim Watkins hosts child porn sites on his service. H/t @clearing_fog,
,,,Republican,,,    https://www.motherjones.com/politics/2020/10/jim-watkins-child-pornography-domains,
,,,Republican,,,    https://www.motherjones.com/politics/2022/05/qanon-jim-watkins-pink-pedophilic-links/,
,,,Republican,,,"    William Dalton Milam, a Republican Baptist pastor, crusades against drinking, but probably not child porn. He’s been charged with promoting the sexual performance of a child and possession of child pornography H/t @clearing_fog",
,,,Republican,,,    https://www.fdle.state.fl.us/News/2020/December/FDLE-arrests-Milton-man-for-child-pornography,
,,,Republican,,,    Trump-loving school guidance counselor Todd Roatsey was arrested for child pornography. He preyed on his own students. His MAGA twitter account is @toddroatsey,
,,,Republican,,,    https://www.thedailybeast.com/todd-roatsey-counselor-of-the-year-busted-for-child-porn-posed-as-teen-to-chat-with-own-students-feds-say?ref=home,
,,,Republican,,,    Republican Pastor and Aeronautics professor John Robert Griffin (checked voter records) pleaded no contest and got 20 years for child pornography,
,,,Republican,,,    https://www.news-journalonline.com/story/news/courts/2021/08/16/former-erau-professor-pastor-sentenced-20-years-child-porn-case-john-robert-griffin-daytona-beach/8151819002/,
